test instance:16, number of pickup points: 40, number of delivery points: 100, number of orders: 200, number of riders: 100
nodes:
[no:1, type:'pickup point', x:0.834, y:1.197]
[no:118, type:'delivery point', x:5.475, y:3.274]
[no:119, type:'delivery point', x:7.17, y:7.033]
[no:120, type:'delivery point', x:2.734, y:8.027]
[no:121, type:'delivery point', x:4.608, y:7.744]
[no:122, type:'delivery point', x:1.998, y:3.203]
[no:123, type:'delivery point', x:7.4, y:0.371]
[no:124, type:'delivery point', x:5.459, y:5.585]
[no:125, type:'delivery point', x:2.137, y:1.521]
[no:126, type:'delivery point', x:9.23, y:2.283]
[no:127, type:'delivery point', x:6.341, y:1.709]
[no:128, type:'delivery point', x:5.966, y:5.104]
[no:129, type:'delivery point', x:6.649, y:1.312]
[no:130, type:'delivery point', x:8.651, y:4.726]
[no:131, type:'delivery point', x:8.183, y:4.787]
[no:132, type:'delivery point', x:2.26, y:9.507]
[no:133, type:'delivery point', x:1.493, y:4.13]
[no:134, type:'delivery point', x:2.576, y:2.304]
[no:135, type:'delivery point', x:3.639, y:4.913]
[no:136, type:'delivery point', x:1.723, y:7.499]
[no:137, type:'delivery point', x:2.948, y:6.037]
[no:138, type:'delivery point', x:8.119, y:9.586]
[no:139, type:'delivery point', x:2.768, y:7.35]
[no:140, type:'delivery point', x:4.514, y:4.129]
orders: 
[no:1, pickup point: 9, delivery point: 65, distance: 4.874, earliest pickup time: 0.0, latest pick time: 0.11, pickup time: 0.11, earliest delivery time: 1.52, latest delivery time: 1.66, delivery time: 0.15]
[no:2, pickup point: 32, delivery point: 83, distance: 2.732, earliest pickup time: 0.01, latest pick time: 0.22, pickup time: 0.2, earliest delivery time: 1.15, latest delivery time: 1.37, delivery time: 0.15]
[no:3, pickup point: 38, delivery point: 131, distance: 2.926, earliest pickup time: 0.02, latest pick time: 0.14, pickup time: 0.14, earliest delivery time: 1.06, latest delivery time: 1.29, delivery time: 0.2]
[no:4, pickup point: 18, delivery point: 92, distance: 1.748, earliest pickup time: 0.02, latest pick time: 0.16, pickup time: 0.18, earliest delivery time: 0.81, latest delivery time: 1.03, delivery time: 0.13]
[no:5, pickup point: 39, delivery point: 104, distance: 4.977, earliest pickup time: 0.02, latest pick time: 0.19, pickup time: 0.14, earliest delivery time: 1.66, latest delivery time: 1.8, delivery time: 0.14]
[no:6, pickup point: 17, delivery point: 116, distance: 9.715, earliest pickup time: 0.03, latest pick time: 0.23, pickup time: 0.16, earliest delivery time: 2.97, latest delivery time: 3.09, delivery time: 0.12]
[no:7, pickup point: 31, delivery point: 62, distance: 7.043, earliest pickup time: 0.04, latest pick time: 0.17, pickup time: 0.12, earliest delivery time: 2.17, latest delivery time: 2.37, delivery time: 0.16]
[no:8, pickup point: 9, delivery point: 132, distance: 4.746, earliest pickup time: 0.04, latest pick time: 0.2, pickup time: 0.11, earliest delivery time: 1.57, latest delivery time: 1.73, delivery time: 0.12]
[no:9, pickup point: 10, delivery point: 40, distance: 5.611, earliest pickup time: 0.04, latest pick time: 0.26, pickup time: 0.13, earliest delivery time: 1.89, latest delivery time: 2.04, delivery time: 0.14]
[no:10, pickup point: 8, delivery point: 124, distance: 2.653, earliest pickup time: 0.05, latest pick time: 0.16, pickup time: 0.12, earliest delivery time: 0.98, latest delivery time: 1.1, delivery time: 0.14]
[no:11, pickup point: 29, delivery point: 119, distance: 3.599, earliest pickup time: 0.05, latest pick time: 0.25, pickup time: 0.14, earliest delivery time: 1.35, latest delivery time: 1.53, delivery time: 0.11]
[no:12, pickup point: 9, delivery point: 46, distance: 0.777, earliest pickup time: 0.05, latest pick time: 0.27, pickup time: 0.16, earliest delivery time: 0.63, latest delivery time: 0.84, delivery time: 0.11]
[no:13, pickup point: 39, delivery point: 64, distance: 8.23, earliest pickup time: 0.05, latest pick time: 0.28, pickup time: 0.14, earliest delivery time: 2.61, latest delivery time: 2.75, delivery time: 0.14]
[no:14, pickup point: 3, delivery point: 129, distance: 8.225, earliest pickup time: 0.06, latest pick time: 0.19, pickup time: 0.14, earliest delivery time: 2.52, latest delivery time: 2.67, delivery time: 0.12]
[no:15, pickup point: 1, delivery point: 131, distance: 8.938, earliest pickup time: 0.07, latest pick time: 0.21, pickup time: 0.13, earliest delivery time: 2.72, latest delivery time: 2.82, delivery time: 0.15]
[no:16, pickup point: 11, delivery point: 64, distance: 2.807, earliest pickup time: 0.07, latest pick time: 0.27, pickup time: 0.17, earliest delivery time: 1.19, latest delivery time: 1.3, delivery time: 0.13]
[no:17, pickup point: 36, delivery point: 112, distance: 6.434, earliest pickup time: 0.07, latest pick time: 0.28, pickup time: 0.19, earliest delivery time: 2.19, latest delivery time: 2.38, delivery time: 0.15]
[no:18, pickup point: 18, delivery point: 49, distance: 2.292, earliest pickup time: 0.08, latest pick time: 0.19, pickup time: 0.16, earliest delivery time: 0.96, latest delivery time: 1.08, delivery time: 0.12]
[no:19, pickup point: 9, delivery point: 98, distance: 3.369, earliest pickup time: 0.08, latest pick time: 0.2, pickup time: 0.1, earliest delivery time: 1.2, latest delivery time: 1.37, delivery time: 0.1]
[no:20, pickup point: 24, delivery point: 130, distance: 4.616, earliest pickup time: 0.08, latest pick time: 0.29, pickup time: 0.11, earliest delivery time: 1.63, latest delivery time: 1.82, delivery time: 0.16]
[no:21, pickup point: 37, delivery point: 125, distance: 8.473, earliest pickup time: 0.08, latest pick time: 0.31, pickup time: 0.15, earliest delivery time: 2.72, latest delivery time: 2.88, delivery time: 0.11]
[no:22, pickup point: 1, delivery point: 47, distance: 8.715, earliest pickup time: 0.08, latest pick time: 0.33, pickup time: 0.11, earliest delivery time: 2.76, latest delivery time: 2.96, delivery time: 0.19]
[no:23, pickup point: 16, delivery point: 47, distance: 5.64, earliest pickup time: 0.09, latest pick time: 0.2, pickup time: 0.16, earliest delivery time: 1.87, latest delivery time: 2.11, delivery time: 0.12]
[no:24, pickup point: 32, delivery point: 54, distance: 3.942, earliest pickup time: 0.09, latest pick time: 0.27, pickup time: 0.13, earliest delivery time: 1.45, latest delivery time: 1.66, delivery time: 0.2]
[no:25, pickup point: 6, delivery point: 56, distance: 7.408, earliest pickup time: 0.1, latest pick time: 0.23, pickup time: 0.18, earliest delivery time: 2.39, latest delivery time: 2.64, delivery time: 0.11]
[no:26, pickup point: 21, delivery point: 99, distance: 2.604, earliest pickup time: 0.11, latest pick time: 0.36, pickup time: 0.1, earliest delivery time: 1.16, latest delivery time: 1.26, delivery time: 0.18]
[no:27, pickup point: 22, delivery point: 64, distance: 0.806, earliest pickup time: 0.11, latest pick time: 0.36, pickup time: 0.17, earliest delivery time: 0.74, latest delivery time: 0.97, delivery time: 0.1]
[no:28, pickup point: 16, delivery point: 49, distance: 6.542, earliest pickup time: 0.12, latest pick time: 0.29, pickup time: 0.18, earliest delivery time: 2.21, latest delivery time: 2.46, delivery time: 0.18]
[no:29, pickup point: 25, delivery point: 123, distance: 0.858, earliest pickup time: 0.13, latest pick time: 0.24, pickup time: 0.2, earliest delivery time: 0.67, latest delivery time: 0.77, delivery time: 0.11]
[no:30, pickup point: 31, delivery point: 109, distance: 5.748, earliest pickup time: 0.13, latest pick time: 0.31, pickup time: 0.2, earliest delivery time: 2.04, latest delivery time: 2.26, delivery time: 0.11]
[no:31, pickup point: 9, delivery point: 108, distance: 9.273, earliest pickup time: 0.13, latest pick time: 0.37, pickup time: 0.13, earliest delivery time: 2.97, latest delivery time: 3.21, delivery time: 0.19]
[no:32, pickup point: 32, delivery point: 45, distance: 1.948, earliest pickup time: 0.13, latest pick time: 0.38, pickup time: 0.19, earliest delivery time: 1.09, latest delivery time: 1.34, delivery time: 0.13]
[no:33, pickup point: 6, delivery point: 114, distance: 1.922, earliest pickup time: 0.14, latest pick time: 0.24, pickup time: 0.11, earliest delivery time: 0.86, latest delivery time: 1.02, delivery time: 0.12]
[no:34, pickup point: 40, delivery point: 46, distance: 2.156, earliest pickup time: 0.14, latest pick time: 0.37, pickup time: 0.14, earliest delivery time: 1.08, latest delivery time: 1.21, delivery time: 0.14]
[no:35, pickup point: 30, delivery point: 122, distance: 1.883, earliest pickup time: 0.15, latest pick time: 0.27, pickup time: 0.19, earliest delivery time: 0.96, latest delivery time: 1.14, delivery time: 0.11]
[no:36, pickup point: 36, delivery point: 59, distance: 6.826, earliest pickup time: 0.15, latest pick time: 0.32, pickup time: 0.2, earliest delivery time: 2.33, latest delivery time: 2.56, delivery time: 0.19]
[no:37, pickup point: 26, delivery point: 101, distance: 1.824, earliest pickup time: 0.15, latest pick time: 0.4, pickup time: 0.1, earliest delivery time: 0.99, latest delivery time: 1.14, delivery time: 0.2]
[no:38, pickup point: 7, delivery point: 52, distance: 3.81, earliest pickup time: 0.15, latest pick time: 0.4, pickup time: 0.16, earliest delivery time: 1.57, latest delivery time: 1.81, delivery time: 0.14]
[no:39, pickup point: 38, delivery point: 102, distance: 2.567, earliest pickup time: 0.17, latest pick time: 0.36, pickup time: 0.16, earliest delivery time: 1.2, latest delivery time: 1.42, delivery time: 0.13]
[no:40, pickup point: 19, delivery point: 45, distance: 2.152, earliest pickup time: 0.18, latest pick time: 0.29, pickup time: 0.19, earliest delivery time: 1.05, latest delivery time: 1.25, delivery time: 0.19]
[no:41, pickup point: 9, delivery point: 131, distance: 6.661, earliest pickup time: 0.18, latest pick time: 0.43, pickup time: 0.1, earliest delivery time: 2.31, latest delivery time: 2.45, delivery time: 0.13]
[no:42, pickup point: 32, delivery point: 88, distance: 3.718, earliest pickup time: 0.19, latest pick time: 0.32, pickup time: 0.12, earliest delivery time: 1.44, latest delivery time: 1.64, delivery time: 0.11]
[no:43, pickup point: 15, delivery point: 87, distance: 5.043, earliest pickup time: 0.19, latest pick time: 0.33, pickup time: 0.2, earliest delivery time: 1.88, latest delivery time: 2.07, delivery time: 0.19]
[no:44, pickup point: 5, delivery point: 82, distance: 3.198, earliest pickup time: 0.19, latest pick time: 0.35, pickup time: 0.11, earliest delivery time: 1.32, latest delivery time: 1.5, delivery time: 0.14]
[no:45, pickup point: 35, delivery point: 90, distance: 7.574, earliest pickup time: 0.2, latest pick time: 0.45, pickup time: 0.11, earliest delivery time: 2.57, latest delivery time: 2.79, delivery time: 0.2]
[no:46, pickup point: 29, delivery point: 127, distance: 3.857, earliest pickup time: 0.21, latest pick time: 0.36, pickup time: 0.1, earliest delivery time: 1.49, latest delivery time: 1.71, delivery time: 0.13]
[no:47, pickup point: 40, delivery point: 103, distance: 8.597, earliest pickup time: 0.22, latest pick time: 0.39, pickup time: 0.12, earliest delivery time: 2.8, latest delivery time: 3.01, delivery time: 0.18]
[no:48, pickup point: 31, delivery point: 93, distance: 2.191, earliest pickup time: 0.22, latest pick time: 0.39, pickup time: 0.15, earliest delivery time: 1.12, latest delivery time: 1.36, delivery time: 0.17]
[no:49, pickup point: 36, delivery point: 46, distance: 3.95, earliest pickup time: 0.22, latest pick time: 0.45, pickup time: 0.14, earliest delivery time: 1.64, latest delivery time: 1.84, delivery time: 0.15]
[no:50, pickup point: 5, delivery point: 65, distance: 4.479, earliest pickup time: 0.22, latest pick time: 0.46, pickup time: 0.19, earliest delivery time: 1.84, latest delivery time: 2.03, delivery time: 0.14]
[no:51, pickup point: 9, delivery point: 133, distance: 0.689, earliest pickup time: 0.23, latest pick time: 0.37, pickup time: 0.18, earliest delivery time: 0.73, latest delivery time: 0.86, delivery time: 0.14]
[no:52, pickup point: 33, delivery point: 95, distance: 6.656, earliest pickup time: 0.24, latest pick time: 0.48, pickup time: 0.17, earliest delivery time: 2.43, latest delivery time: 2.63, delivery time: 0.16]
[no:53, pickup point: 37, delivery point: 72, distance: 5.565, earliest pickup time: 0.25, latest pick time: 0.37, pickup time: 0.16, earliest delivery time: 2.01, latest delivery time: 2.23, delivery time: 0.15]
[no:54, pickup point: 13, delivery point: 72, distance: 2.072, earliest pickup time: 0.25, latest pick time: 0.47, pickup time: 0.14, earliest delivery time: 1.16, latest delivery time: 1.27, delivery time: 0.11]
[no:55, pickup point: 16, delivery point: 123, distance: 7.812, earliest pickup time: 0.25, latest pick time: 0.47, pickup time: 0.16, earliest delivery time: 2.72, latest delivery time: 2.84, delivery time: 0.13]
[no:56, pickup point: 30, delivery point: 111, distance: 4.303, earliest pickup time: 0.26, latest pick time: 0.39, pickup time: 0.13, earliest delivery time: 1.66, latest delivery time: 1.81, delivery time: 0.13]
[no:57, pickup point: 10, delivery point: 42, distance: 4.329, earliest pickup time: 0.26, latest pick time: 0.48, pickup time: 0.19, earliest delivery time: 1.82, latest delivery time: 1.98, delivery time: 0.18]
[no:58, pickup point: 22, delivery point: 63, distance: 4.934, earliest pickup time: 0.27, latest pick time: 0.37, pickup time: 0.16, earliest delivery time: 1.85, latest delivery time: 1.96, delivery time: 0.13]
[no:59, pickup point: 38, delivery point: 123, distance: 2.962, earliest pickup time: 0.27, latest pick time: 0.4, pickup time: 0.11, earliest delivery time: 1.3, latest delivery time: 1.47, delivery time: 0.12]
[no:60, pickup point: 34, delivery point: 81, distance: 4.134, earliest pickup time: 0.27, latest pick time: 0.43, pickup time: 0.19, earliest delivery time: 1.73, latest delivery time: 1.93, delivery time: 0.13]
[no:61, pickup point: 30, delivery point: 54, distance: 1.801, earliest pickup time: 0.28, latest pick time: 0.44, pickup time: 0.15, earliest delivery time: 1.07, latest delivery time: 1.2, delivery time: 0.18]
[no:62, pickup point: 28, delivery point: 54, distance: 9.168, earliest pickup time: 0.28, latest pick time: 0.44, pickup time: 0.15, earliest delivery time: 3.04, latest delivery time: 3.28, delivery time: 0.16]
[no:63, pickup point: 11, delivery point: 138, distance: 6.236, earliest pickup time: 0.28, latest pick time: 0.44, pickup time: 0.11, earliest delivery time: 2.21, latest delivery time: 2.39, delivery time: 0.15]
[no:64, pickup point: 13, delivery point: 60, distance: 4.398, earliest pickup time: 0.29, latest pick time: 0.42, pickup time: 0.16, earliest delivery time: 1.75, latest delivery time: 1.94, delivery time: 0.16]
[no:65, pickup point: 39, delivery point: 89, distance: 4.02, earliest pickup time: 0.29, latest pick time: 0.49, pickup time: 0.15, earliest delivery time: 1.71, latest delivery time: 1.88, delivery time: 0.2]
[no:66, pickup point: 32, delivery point: 55, distance: 4.237, earliest pickup time: 0.29, latest pick time: 0.51, pickup time: 0.17, earliest delivery time: 1.8, latest delivery time: 2.01, delivery time: 0.18]
[no:67, pickup point: 6, delivery point: 59, distance: 6.066, earliest pickup time: 0.31, latest pick time: 0.43, pickup time: 0.12, earliest delivery time: 2.17, latest delivery time: 2.31, delivery time: 0.13]
[no:68, pickup point: 30, delivery point: 44, distance: 7.654, earliest pickup time: 0.31, latest pick time: 0.47, pickup time: 0.16, earliest delivery time: 2.67, latest delivery time: 2.92, delivery time: 0.11]
[no:69, pickup point: 19, delivery point: 75, distance: 4.923, earliest pickup time: 0.32, latest pick time: 0.48, pickup time: 0.12, earliest delivery time: 1.91, latest delivery time: 2.13, delivery time: 0.12]
[no:70, pickup point: 25, delivery point: 59, distance: 1.042, earliest pickup time: 0.32, latest pick time: 0.53, pickup time: 0.17, earliest delivery time: 0.97, latest delivery time: 1.14, delivery time: 0.14]
[no:71, pickup point: 31, delivery point: 109, distance: 5.748, earliest pickup time: 0.33, latest pick time: 0.47, pickup time: 0.2, earliest delivery time: 2.2, latest delivery time: 2.42, delivery time: 0.15]
[no:72, pickup point: 7, delivery point: 86, distance: 3.451, earliest pickup time: 0.33, latest pick time: 0.53, pickup time: 0.18, earliest delivery time: 1.63, latest delivery time: 1.86, delivery time: 0.18]
[no:73, pickup point: 1, delivery point: 75, distance: 7.825, earliest pickup time: 0.33, latest pick time: 0.55, pickup time: 0.12, earliest delivery time: 2.76, latest delivery time: 2.88, delivery time: 0.11]
[no:74, pickup point: 32, delivery point: 50, distance: 5.422, earliest pickup time: 0.33, latest pick time: 0.57, pickup time: 0.11, earliest delivery time: 2.12, latest delivery time: 2.27, delivery time: 0.17]
[no:75, pickup point: 24, delivery point: 89, distance: 10.758, earliest pickup time: 0.34, latest pick time: 0.52, pickup time: 0.13, earliest delivery time: 3.52, latest delivery time: 3.73, delivery time: 0.16]
[no:76, pickup point: 7, delivery point: 95, distance: 5.842, earliest pickup time: 0.34, latest pick time: 0.54, pickup time: 0.17, earliest delivery time: 2.27, latest delivery time: 2.51, delivery time: 0.14]
[no:77, pickup point: 16, delivery point: 128, distance: 3.275, earliest pickup time: 0.35, latest pick time: 0.48, pickup time: 0.11, earliest delivery time: 1.46, latest delivery time: 1.7, delivery time: 0.16]
[no:78, pickup point: 36, delivery point: 132, distance: 3.61, earliest pickup time: 0.35, latest pick time: 0.51, pickup time: 0.15, earliest delivery time: 1.62, latest delivery time: 1.83, delivery time: 0.11]
[no:79, pickup point: 3, delivery point: 99, distance: 5.741, earliest pickup time: 0.35, latest pick time: 0.57, pickup time: 0.12, earliest delivery time: 2.22, latest delivery time: 2.32, delivery time: 0.17]
[no:80, pickup point: 20, delivery point: 51, distance: 4.737, earliest pickup time: 0.35, latest pick time: 0.59, pickup time: 0.2, earliest delivery time: 2.06, latest delivery time: 2.28, delivery time: 0.13]
[no:81, pickup point: 39, delivery point: 124, distance: 5.069, earliest pickup time: 0.36, latest pick time: 0.51, pickup time: 0.18, earliest delivery time: 2.03, latest delivery time: 2.22, delivery time: 0.16]
[no:82, pickup point: 31, delivery point: 44, distance: 6.92, earliest pickup time: 0.36, latest pick time: 0.6, pickup time: 0.19, earliest delivery time: 2.63, latest delivery time: 2.87, delivery time: 0.1]
[no:83, pickup point: 32, delivery point: 90, distance: 6.998, earliest pickup time: 0.37, latest pick time: 0.5, pickup time: 0.14, earliest delivery time: 2.51, latest delivery time: 2.68, delivery time: 0.19]
[no:84, pickup point: 40, delivery point: 47, distance: 6.628, earliest pickup time: 0.37, latest pick time: 0.6, pickup time: 0.11, earliest delivery time: 2.48, latest delivery time: 2.66, delivery time: 0.11]
[no:85, pickup point: 19, delivery point: 86, distance: 3.096, earliest pickup time: 0.38, latest pick time: 0.52, pickup time: 0.12, earliest delivery time: 1.47, latest delivery time: 1.62, delivery time: 0.1]
[no:86, pickup point: 3, delivery point: 103, distance: 8.879, earliest pickup time: 0.38, latest pick time: 0.53, pickup time: 0.14, earliest delivery time: 3.04, latest delivery time: 3.22, delivery time: 0.13]
[no:87, pickup point: 35, delivery point: 72, distance: 6.25, earliest pickup time: 0.38, latest pick time: 0.53, pickup time: 0.19, earliest delivery time: 2.38, latest delivery time: 2.51, delivery time: 0.13]
[no:88, pickup point: 33, delivery point: 133, distance: 4.744, earliest pickup time: 0.38, latest pick time: 0.54, pickup time: 0.16, earliest delivery time: 1.96, latest delivery time: 2.11, delivery time: 0.1]
[no:89, pickup point: 17, delivery point: 89, distance: 6.053, earliest pickup time: 0.38, latest pick time: 0.58, pickup time: 0.16, earliest delivery time: 2.35, latest delivery time: 2.46, delivery time: 0.16]
[no:90, pickup point: 16, delivery point: 79, distance: 7.791, earliest pickup time: 0.39, latest pick time: 0.51, pickup time: 0.12, earliest delivery time: 2.71, latest delivery time: 2.91, delivery time: 0.18]
[no:91, pickup point: 12, delivery point: 68, distance: 2.799, earliest pickup time: 0.39, latest pick time: 0.57, pickup time: 0.19, earliest delivery time: 1.51, latest delivery time: 1.62, delivery time: 0.1]
[no:92, pickup point: 37, delivery point: 58, distance: 1.137, earliest pickup time: 0.39, latest pick time: 0.62, pickup time: 0.17, earliest delivery time: 1.09, latest delivery time: 1.29, delivery time: 0.17]
[no:93, pickup point: 25, delivery point: 42, distance: 9.258, earliest pickup time: 0.39, latest pick time: 0.63, pickup time: 0.14, earliest delivery time: 3.24, latest delivery time: 3.43, delivery time: 0.11]
[no:94, pickup point: 17, delivery point: 118, distance: 6.157, earliest pickup time: 0.4, latest pick time: 0.57, pickup time: 0.19, earliest delivery time: 2.4, latest delivery time: 2.51, delivery time: 0.11]
[no:95, pickup point: 25, delivery point: 61, distance: 6.426, earliest pickup time: 0.4, latest pick time: 0.61, pickup time: 0.2, earliest delivery time: 2.53, latest delivery time: 2.7, delivery time: 0.12]
[no:96, pickup point: 17, delivery point: 123, distance: 9.417, earliest pickup time: 0.41, latest pick time: 0.57, pickup time: 0.1, earliest delivery time: 3.18, latest delivery time: 3.42, delivery time: 0.1]
[no:97, pickup point: 1, delivery point: 87, distance: 6.221, earliest pickup time: 0.41, latest pick time: 0.63, pickup time: 0.12, earliest delivery time: 2.41, latest delivery time: 2.66, delivery time: 0.14]
[no:98, pickup point: 30, delivery point: 121, distance: 6.172, earliest pickup time: 0.42, latest pick time: 0.54, pickup time: 0.18, earliest delivery time: 2.36, latest delivery time: 2.54, delivery time: 0.11]
[no:99, pickup point: 19, delivery point: 62, distance: 7.642, earliest pickup time: 0.42, latest pick time: 0.57, pickup time: 0.19, earliest delivery time: 2.8, latest delivery time: 2.91, delivery time: 0.2]
[no:100, pickup point: 17, delivery point: 83, distance: 4.496, earliest pickup time: 0.42, latest pick time: 0.57, pickup time: 0.11, earliest delivery time: 1.87, latest delivery time: 2.0, delivery time: 0.17]
[no:101, pickup point: 6, delivery point: 138, distance: 7.512, earliest pickup time: 0.42, latest pick time: 0.67, pickup time: 0.18, earliest delivery time: 2.85, latest delivery time: 3.09, delivery time: 0.15]
[no:102, pickup point: 10, delivery point: 78, distance: 4.529, earliest pickup time: 0.43, latest pick time: 0.61, pickup time: 0.11, earliest delivery time: 1.92, latest delivery time: 2.11, delivery time: 0.15]
[no:103, pickup point: 26, delivery point: 79, distance: 8.143, earliest pickup time: 0.43, latest pick time: 0.64, pickup time: 0.14, earliest delivery time: 2.95, latest delivery time: 3.19, delivery time: 0.16]
[no:104, pickup point: 13, delivery point: 132, distance: 6.308, earliest pickup time: 0.44, latest pick time: 0.56, pickup time: 0.16, earliest delivery time: 2.4, latest delivery time: 2.64, delivery time: 0.17]
[no:105, pickup point: 19, delivery point: 101, distance: 1.762, earliest pickup time: 0.44, latest pick time: 0.58, pickup time: 0.18, earliest delivery time: 1.23, latest delivery time: 1.41, delivery time: 0.1]
[no:106, pickup point: 9, delivery point: 124, distance: 4.012, earliest pickup time: 0.44, latest pick time: 0.59, pickup time: 0.16, earliest delivery time: 1.82, latest delivery time: 2.01, delivery time: 0.14]
[no:107, pickup point: 6, delivery point: 85, distance: 4.732, earliest pickup time: 0.44, latest pick time: 0.64, pickup time: 0.18, earliest delivery time: 2.09, latest delivery time: 2.3, delivery time: 0.12]
[no:108, pickup point: 28, delivery point: 127, distance: 8.519, earliest pickup time: 0.44, latest pick time: 0.67, pickup time: 0.14, earliest delivery time: 3.08, latest delivery time: 3.32, delivery time: 0.1]
[no:109, pickup point: 16, delivery point: 72, distance: 5.018, earliest pickup time: 0.44, latest pick time: 0.67, pickup time: 0.14, earliest delivery time: 2.15, latest delivery time: 2.3, delivery time: 0.12]
[no:110, pickup point: 39, delivery point: 76, distance: 7.538, earliest pickup time: 0.45, latest pick time: 0.55, pickup time: 0.15, earliest delivery time: 2.71, latest delivery time: 2.88, delivery time: 0.16]
[no:111, pickup point: 38, delivery point: 115, distance: 6.04, earliest pickup time: 0.45, latest pick time: 0.57, pickup time: 0.1, earliest delivery time: 2.28, latest delivery time: 2.5, delivery time: 0.18]
[no:112, pickup point: 8, delivery point: 133, distance: 2.544, earliest pickup time: 0.45, latest pick time: 0.6, pickup time: 0.16, earliest delivery time: 1.44, latest delivery time: 1.67, delivery time: 0.17]
[no:113, pickup point: 23, delivery point: 111, distance: 7.175, earliest pickup time: 0.45, latest pick time: 0.69, pickup time: 0.19, earliest delivery time: 2.8, latest delivery time: 3.0, delivery time: 0.13]
[no:114, pickup point: 22, delivery point: 76, distance: 2.287, earliest pickup time: 0.45, latest pick time: 0.69, pickup time: 0.14, earliest delivery time: 1.44, latest delivery time: 1.61, delivery time: 0.16]
[no:115, pickup point: 12, delivery point: 54, distance: 8.435, earliest pickup time: 0.46, latest pick time: 0.57, pickup time: 0.11, earliest delivery time: 2.93, latest delivery time: 3.11, delivery time: 0.18]
[no:116, pickup point: 26, delivery point: 103, distance: 5.985, earliest pickup time: 0.46, latest pick time: 0.58, pickup time: 0.16, earliest delivery time: 2.34, latest delivery time: 2.56, delivery time: 0.14]
[no:117, pickup point: 17, delivery point: 88, distance: 3.883, earliest pickup time: 0.46, latest pick time: 0.62, pickup time: 0.16, earliest delivery time: 1.81, latest delivery time: 2.05, delivery time: 0.16]
[no:118, pickup point: 27, delivery point: 84, distance: 5.746, earliest pickup time: 0.46, latest pick time: 0.67, pickup time: 0.2, earliest delivery time: 2.4, latest delivery time: 2.65, delivery time: 0.17]
[no:119, pickup point: 40, delivery point: 116, distance: 9.13, earliest pickup time: 0.46, latest pick time: 0.69, pickup time: 0.17, earliest delivery time: 3.3, latest delivery time: 3.42, delivery time: 0.12]
[no:120, pickup point: 17, delivery point: 136, distance: 1.879, earliest pickup time: 0.47, latest pick time: 0.64, pickup time: 0.14, earliest delivery time: 1.28, latest delivery time: 1.47, delivery time: 0.13]
[no:121, pickup point: 14, delivery point: 70, distance: 4.302, earliest pickup time: 0.47, latest pick time: 0.66, pickup time: 0.17, earliest delivery time: 1.98, latest delivery time: 2.11, delivery time: 0.18]
[no:122, pickup point: 21, delivery point: 103, distance: 1.902, earliest pickup time: 0.48, latest pick time: 0.59, pickup time: 0.18, earliest delivery time: 1.27, latest delivery time: 1.43, delivery time: 0.11]
[no:123, pickup point: 9, delivery point: 73, distance: 3.923, earliest pickup time: 0.48, latest pick time: 0.61, pickup time: 0.12, earliest delivery time: 1.78, latest delivery time: 1.96, delivery time: 0.13]
[no:124, pickup point: 35, delivery point: 75, distance: 7.331, earliest pickup time: 0.49, latest pick time: 0.66, pickup time: 0.11, earliest delivery time: 2.72, latest delivery time: 2.92, delivery time: 0.18]
[no:125, pickup point: 27, delivery point: 107, distance: 4.264, earliest pickup time: 0.49, latest pick time: 0.67, pickup time: 0.13, earliest delivery time: 1.94, latest delivery time: 2.18, delivery time: 0.16]
[no:126, pickup point: 17, delivery point: 59, distance: 8.021, earliest pickup time: 0.5, latest pick time: 0.61, pickup time: 0.19, earliest delivery time: 2.94, latest delivery time: 3.08, delivery time: 0.16]
[no:127, pickup point: 9, delivery point: 79, distance: 8.14, earliest pickup time: 0.5, latest pick time: 0.67, pickup time: 0.1, earliest delivery time: 2.94, latest delivery time: 3.19, delivery time: 0.16]
[no:128, pickup point: 33, delivery point: 71, distance: 3.897, earliest pickup time: 0.5, latest pick time: 0.73, pickup time: 0.18, earliest delivery time: 1.95, latest delivery time: 2.1, delivery time: 0.18]
[no:129, pickup point: 9, delivery point: 115, distance: 7.239, earliest pickup time: 0.51, latest pick time: 0.61, pickup time: 0.2, earliest delivery time: 2.74, latest delivery time: 2.95, delivery time: 0.15]
[no:130, pickup point: 24, delivery point: 106, distance: 2.937, earliest pickup time: 0.51, latest pick time: 0.67, pickup time: 0.13, earliest delivery time: 1.58, latest delivery time: 1.74, delivery time: 0.16]
[no:131, pickup point: 6, delivery point: 71, distance: 3.405, earliest pickup time: 0.52, latest pick time: 0.62, pickup time: 0.15, earliest delivery time: 1.68, latest delivery time: 1.91, delivery time: 0.2]
[no:132, pickup point: 13, delivery point: 81, distance: 2.541, earliest pickup time: 0.52, latest pick time: 0.66, pickup time: 0.14, earliest delivery time: 1.48, latest delivery time: 1.6, delivery time: 0.2]
[no:133, pickup point: 16, delivery point: 62, distance: 5.979, earliest pickup time: 0.53, latest pick time: 0.66, pickup time: 0.16, earliest delivery time: 2.42, latest delivery time: 2.52, delivery time: 0.13]
[no:134, pickup point: 32, delivery point: 42, distance: 4.445, earliest pickup time: 0.53, latest pick time: 0.67, pickup time: 0.12, earliest delivery time: 1.98, latest delivery time: 2.17, delivery time: 0.18]
